from_id,to_id,distance_km,time_min,vehicle_id,co2_emission_kg
D0,C69,111.78780367307631,223.57560734615262,V0,111.78780367307631
D0,C70,54.50962016566022,109.01924033132045,V0,54.50962016566022
D0,C71,19.324677511652947,38.649355023305894,V0,19.324677511652947
D0,C72,70.01224643900292,140.02449287800584,V0,70.01224643900292
D0,C73,102.91024274771883,205.82048549543765,V0,102.91024274771883
D0,C74,95.18029966249759,190.36059932499518,V0,95.18029966249759
D0,C75,122.66703094252767,245.33406188505535,V0,122.66703094252767
D0,C76,78.94995559099863,157.89991118199725,V0,78.94995559099863
D0,C77,103.9889091992739,207.9778183985478,V0,103.9889091992739
D0,C78,91.56700052521565,183.1340010504313,V0,91.56700052521565
D0,C79,79.69195842214707,159.38391684429413,V0,79.69195842214707
D0,C80,144.3391923733006,288.6783847466012,V0,144.3391923733006
D0,C81,109.50330431833765,219.0066086366753,V0,109.50330431833765
D0,C82,93.66359437173259,187.32718874346517,V0,93.66359437173259
D0,C83,113.31160994462103,226.62321988924205,V0,113.31160994462103
D0,C84,62.909156756588025,125.81831351317605,V0,62.909156756588025
D0,C85,41.02126421887966,82.04252843775932,V0,41.02126421887966
D0,C86,46.708889880155525,93.41777976031105,V0,46.708889880155525
D0,C87,127.55221781622518,255.10443563245036,V0,127.55221781622518
D0,C88,68.63791429139012,137.27582858278024,V0,68.63791429139012
D0,C89,70.79471053151993,141.58942106303985,V0,70.79471053151993
D0,C90,70.79080232299967,141.58160464599933,V0,70.79080232299967
D0,C91,41.63799676921006,83.27599353842012,V0,41.63799676921006
D0,C92,60.672972324274404,121.34594464854882,V0,60.672972324274404
D0,C93,121.3650868449077,242.73017368981536,V0,121.3650868449077
D0,C94,76.76617098555343,153.53234197110686,V0,76.76617098555343
D0,C95,48.60843213723828,97.21686427447656,V0,48.60843213723828
D0,C96,51.79728375165478,103.59456750330956,V0,51.79728375165478
D0,C97,120.17588897859167,240.35177795718334,V0,120.17588897859167
D0,C98,63.13591831665706,126.27183663331411,V0,63.13591831665706
D0,C99,93.92623096292631,187.85246192585262,V0,93.92623096292631
D0,C100,26.9949639513278,53.9899279026556,V0,26.9949639513278
D1,D0,8.556737691281134,17.113475382562267,V0,8.556737691281134
D1,C1,55.434375815512276,110.86875163102455,V0,55.434375815512276
D1,C2,60.360917539253876,120.72183507850777,V0,60.360917539253876
D1,C3,84.62580354300361,169.25160708600723,V0,84.62580354300361
D1,C4,76.01624577651526,152.03249155303052,V0,76.01624577651526
D1,C5,123.46834375963444,246.93668751926884,V0,123.46834375963444
D1,C6,108.23776601587964,216.4755320317593,V0,108.23776601587964
D1,C7,85.0117239769676,170.0234479539352,V0,85.0117239769676
D1,C8,61.45906962635676,122.9181392527135,V0,61.45906962635676
D1,C9,82.54130728443776,165.08261456887553,V0,82.54130728443776
D1,C10,92.68425997451331,185.36851994902662,V0,92.68425997451331
D1,C11,100.57626346555364,201.15252693110727,V0,100.57626346555364
D1,C12,70.66082131201652,141.32164262403305,V0,70.66082131201652
D1,C13,103.70958344684279,207.41916689368557,V0,103.70958344684279
D1,C14,113.47344136368972,226.94688272737943,V0,113.47344136368972
D1,C15,101.74385612352697,203.48771224705393,V0,101.74385612352697
D1,C16,46.410604117530106,92.82120823506021,V0,46.410604117530106
D1,C17,103.12662163949035,206.2532432789807,V0,103.12662163949035
D1,C18,52.65475881992596,105.30951763985192,V0,52.65475881992596
D1,C19,61.65837968505721,123.31675937011443,V0,61.65837968505721
D1,C20,63.252848678755505,126.505697357511,V0,63.252848678755505
D1,C21,111.08413738680979,222.16827477361957,V0,111.08413738680979
D1,C22,23.404353078396934,46.80870615679387,V0,23.404353078396934
D1,C23,87.6425092168398,175.2850184336796,V0,87.6425092168398
D1,C24,29.793775516116682,59.587551032233364,V0,29.793775516116682
D1,C25,81.97259441946356,163.94518883892712,V0,81.97259441946356
D1,C26,105.06083119520245,210.1216623904049,V0,105.06083119520245
D1,C27,116.13204483971636,232.26408967943271,V0,116.13204483971636
D1,C28,101.90968389964502,203.81936779929003,V0,101.90968389964502
D1,C29,129.63142187316492,259.26284374632985,V0,129.63142187316492
D1,C30,60.750346885344996,121.50069377068999,V0,60.750346885344996
D1,C31,70.93740306048133,141.87480612096266,V0,70.93740306048133
D1,C32,88.94612171160328,177.89224342320657,V0,88.94612171160328
D1,C33,82.8036935283574,165.6073870567148,V0,82.8036935283574
D1,C34,106.40815995205817,212.81631990411634,V0,106.40815995205817
D1,C35,55.075258123747794,110.15051624749559,V0,55.075258123747794
D1,C36,124.6589390633729,249.31787812674582,V0,124.6589390633729
D1,C37,86.73081148782015,173.4616229756403,V0,86.73081148782015
D1,C38,42.16178572767916,84.32357145535832,V0,42.16178572767916
D1,C39,134.09634283400658,268.19268566801316,V0,134.09634283400658
D1,C40,96.65298159184566,193.30596318369132,V0,96.65298159184566
D1,C41,80.45516392671179,160.91032785342358,V0,80.45516392671179
D1,C42,77.51875748483114,155.03751496966228,V0,77.51875748483114
D1,C43,34.886807971586485,69.77361594317297,V0,34.886807971586485
D1,C44,115.68420042632137,231.36840085264274,V0,115.68420042632137
D1,C45,97.35601980791505,194.7120396158301,V0,97.35601980791505
D1,C46,77.99795038272266,155.99590076544533,V0,77.99795038272266
D1,C47,37.18161661271608,74.36323322543215,V0,37.18161661271608
D1,C48,103.49540186744825,206.9908037348965,V0,103.49540186744825
D1,C49,36.55815170959358,73.11630341918716,V0,36.55815170959358
D1,C50,54.89150868824578,109.78301737649156,V0,54.89150868824578
D1,C51,130.2810069915631,260.5620139831262,V0,130.2810069915631
D1,C52,103.78229008372598,207.56458016745196,V0,103.78229008372598
D1,C53,86.4557970225838,172.9115940451676,V0,86.4557970225838
D1,C54,75.14893352103418,150.29786704206836,V0,75.14893352103418
D1,C55,75.1740414772041,150.3480829544082,V0,75.1740414772041
D1,C56,88.39677498102529,176.79354996205058,V0,88.39677498102529
D1,C57,57.82229667200103,115.64459334400206,V0,57.82229667200103
D1,C58,44.76240646462576,89.52481292925152,V0,44.76240646462576
D1,C59,121.8839173830516,243.7678347661032,V0,121.8839173830516
D1,C60,91.315420904948,182.630841809896,V0,91.315420904948
D1,C61,96.12746400171169,192.25492800342337,V0,96.12746400171169
D1,C62,107.7838697094894,215.5677394189788,V0,107.7838697094894
D1,C63,60.458413789964425,120.91682757992886,V0,60.458413789964425
D1,C64,128.3656727524449,256.7313455048898,V0,128.3656727524449
D1,C65,21.582476599698467,43.16495319939693,V0,21.582476599698467
D1,C66,67.98918897566456,135.97837795132912,V0,67.98918897566456
D1,C67,102.97866688337824,205.95733376675648,V0,102.97866688337824
D1,C68,60.49722169611887,120.99444339223774,V0,60.49722169611887
D1,C69,108.87325113830234,217.74650227660467,V0,108.87325113830234
D1,C70,52.08041693547393,104.16083387094785,V0,52.08041693547393
D1,C71,26.078115259055743,52.156230518111485,V0,26.078115259055743
D1,C72,61.94076997290594,123.88153994581188,V0,61.94076997290594
D1,C73,111.36633612679593,222.73267225359186,V0,111.36633612679593
D1,C74,86.8019707107384,173.6039414214768,V0,86.8019707107384
D1,C75,127.20423163879443,254.40846327758885,V0,127.20423163879443
D1,C76,70.78100419623867,141.56200839247734,V0,70.78100419623867
D1,C77,96.74515258264162,193.49030516528325,V0,96.74515258264162
D1,C78,100.12260067226666,200.2452013445333,V0,100.12260067226666
D1,C79,83.05486732498106,166.10973464996212,V0,83.05486732498106
D1,C80,136.67258394026905,273.3451678805381,V0,136.67258394026905
D1,C81,113.37241699276085,226.7448339855217,V0,113.37241699276085
D1,C82,85.249346734954,170.498693469908,V0,85.249346734954
D1,C83,107.06308508323727,214.12617016647454,V0,107.06308508323727
D1,C84,65.44563713913188,130.89127427826375,V0,65.44563713913188
D1,C85,35.372391940221966,70.74478388044393,V0,35.372391940221966
D1,C86,44.4851544947258,88.9703089894516,V0,44.4851544947258
D1,C87,135.99420650278128,271.98841300556256,V0,135.99420650278128
D1,C88,68.70117081917064,137.40234163834128,V0,68.70117081917064
D1,C89,75.18441205217637,150.36882410435274,V0,75.18441205217637
D1,C90,79.24370982731571,158.48741965463142,V0,79.24370982731571
D1,C91,39.59096950937416,79.18193901874832,V0,39.59096950937416
D1,C92,66.70399390078668,133.40798780157337,V0,66.70399390078668
D1,C93,129.7457829958466,259.4915659916932,V0,129.7457829958466
D1,C94,79.74834463391495,159.4966892678299,V0,79.74834463391495
D1,C95,46.17013187248877,92.34026374497753,V0,46.17013187248877
D1,C96,58.82214176922409,117.64428353844818,V0,58.82214176922409
D1,C97,122.85573950713804,245.71147901427605,V0,122.85573950713804
D1,C98,57.8984966841858,115.7969933683716,V0,57.8984966841858
D1,C99,85.55748374809644,171.1149674961929,V0,85.55748374809644
D1,C100,27.19420454120703,54.38840908241406,V0,27.19420454120703
C1,D0,48.03761041300763,96.07522082601525,V0,48.03761041300763
C1,D1,55.434375815512276,110.86875163102455,V0,55.434375815512276
C1,C2,47.891909827237484,95.78381965447497,V0,47.891909827237484
C1,C3,129.3528090836157,258.7056181672314,V0,129.3528090836157
C1,C4,105.8142186428297,211.6284372856594,V0,105.8142186428297
C1,C5,154.61337966014287,309.22675932028574,V0,154.61337966014287
C1,C6,64.25310756632965,128.5062151326593,V0,64.25310756632965
C1,C7,86.0892988616133,172.1785977232266,V0,86.0892988616133
C1,C8,115.14960868800824,230.2992173760165,V0,115.14960868800824
C1,C9,31.253274555464227,62.506549110928454,V0,31.253274555464227
C1,C10,40.10995356577074,80.21990713154148,V0,40.10995356577074
C1,C11,154.4844521796603,308.9689043593206,V0,154.4844521796603
C1,C12,112.06091705050358,224.12183410100715,V0,112.06091705050358
C1,C13,134.82491382523983,269.64982765047966,V0,134.82491382523983
C1,C14,79.80517873629101,159.61035747258202,V0,79.80517873629101
C1,C15,48.597406272723624,97.19481254544725,V0,48.597406272723624
C1,C16,37.95800482648927,75.91600965297854,V0,37.95800482648927
C1,C17,114.54090377061156,229.08180754122313,V0,114.54090377061156
C1,C18,54.32242835674594,108.64485671349188,V0,54.32242835674594
C1,C19,101.21714153893096,202.43428307786192,V0,101.21714153893096
C1,C20,33.237298639891875,66.47459727978375,V0,33.237298639891875
C1,C21,115.69266733911445,231.3853346782289,V0,115.69266733911445
C1,C22,47.74918056994453,95.49836113988906,V0,47.74918056994453
C1,C23,142.37947988962986,284.7589597792597,V0,142.37947988962986
C1,C24,50.231059119597035,100.46211823919407,V0,50.231059119597035
C1,C25,41.107142027879526,82.21428405575905,V0,41.107142027879526
C1,C26,118.56225384676631,237.12450769353262,V0,118.56225384676631
C1,C27,62.575305932332455,125.15061186466491,V0,62.575305932332455
C1,C28,154.98169540942573,309.96339081885145,V0,154.98169540942573
C1,C29,79.22569078079397,158.45138156158794,V0,79.22569078079397
C1,C30,116.15767017469796,232.3153403493959,V0,116.15767017469796
C1,C31,98.05492725100717,196.10985450201434,V0,98.05492725100717
C1,C32,132.9513092036681,265.9026184073362,V0,132.9513092036681
C1,C33,84.89720211232734,169.79440422465467,V0,84.89720211232734
C1,C34,57.12479301977875,114.2495860395575,V0,57.12479301977875
C1,C35,53.94887029718114,107.89774059436228,V0,53.94887029718114
C1,C36,129.65184984172163,259.30369968344326,V0,129.65184984172163
C1,C37,134.44896184770764,268.8979236954153,V0,134.44896184770764
C1,C38,70.35675041725814,140.71350083451628,V0,70.35675041725814
C1,C39,141.38433735763863,282.76867471527726,V0,141.38433735763863
C1,C40,95.16292677302948,190.32585354605897,V0,95.16292677302948
C1,C41,114.4491096919105,228.898219383821,V0,114.4491096919105
C1,C42,85.5956766584725,171.191353316945,V0,85.5956766584725
C1,C43,85.46683786669139,170.93367573338278,V0,85.46683786669139
C1,C44,102.24205538825863,204.48411077651727,V0,102.24205538825863
C1,C45,58.03051219527985,116.0610243905597,V0,58.03051219527985
C1,C46,31.597104448522614,63.19420889704523,V0,31.597104448522614
C1,C47,43.44857511217286,86.89715022434572,V0,43.44857511217286
C1,C48,71.30011710024449,142.60023420048898,V0,71.30011710024449
C1,C49,81.71111713160684,163.42223426321368,V0,81.71111713160684
C1,C50,48.417968417714604,96.83593683542921,V0,48.417968417714604
C1,C51,139.13508490419858,278.27016980839716,V0,139.13508490419858
C1,C52,136.95362217112637,273.90724434225274,V0,136.95362217112637
C1,C53,94.43307625055436,188.86615250110873,V0,94.43307625055436
C1,C54,125.59502750432468,251.19005500864935,V0,125.59502750432468
C1,C55,109.63922677980716,219.27845355961432,V0,109.63922677980716
C1,C56,33.94945274514122,67.89890549028244,V0,33.94945274514122
C1,C57,109.28360415968818,218.56720831937636,V0,109.28360415968818
C1,C58,93.31182255415747,186.62364510831495,V0,93.31182255415747
C1,C59,177.31777130507936,354.6355426101587,V0,177.31777130507936
C1,C60,84.13560012896417,168.27120025792834,V0,84.13560012896417
C1,C61,40.83963669500196,81.67927339000391,V0,40.83963669500196
C1,C62,56.20673697409401,112.41347394818801,V0,56.20673697409401
C1,C63,97.94142631257527,195.88285262515055,V0,97.94142631257527
C1,C64,151.89080929234422,303.78161858468843,V0,151.89080929234422
C1,C65,59.28006891369486,118.56013782738972,V0,59.28006891369486
C1,C66,74.28301593666413,148.56603187332826,V0,74.28301593666413
C1,C67,112.57329302234594,225.14658604469187,V0,112.57329302234594
C1,C68,77.02556617077228,154.05113234154456,V0,77.02556617077228
C1,C69,153.50409613305388,307.00819226610776,V0,153.50409613305388
C1,C70,64.86997242577624,129.73994485155248,V0,64.86997242577624
C1,C71,29.4636723265182,58.9273446530364,V0,29.4636723265182
C1,C72,107.0343868782598,214.0687737565196,V0,107.0343868782598
C1,C73,61.896457340720566,123.79291468144113,V0,61.896457340720566
C1,C74,134.02382301397697,268.04764602795393,V0,134.02382301397697
C1,C75,133.52919200493545,267.0583840098709,V0,133.52919200493545
C1,C76,125.78288473466222,251.56576946932444,V0,125.78288473466222
C1,C77,152.01080090101965,304.0216018020393,V0,152.01080090101965
C1,C78,56.617297209792525,113.23459441958505,V0,56.617297209792525
C1,C79,50.436824710676476,100.87364942135295,V0,50.436824710676476
C1,C80,192.10379085284072,384.20758170568143,V0,192.10379085284072
C1,C81,125.36933061026367,250.73866122052735,V0,125.36933061026367
C1,C82,139.22592299785063,278.45184599570126,V0,139.22592299785063
C1,C83,160.9390071276644,321.8780142553288,V0,160.9390071276644
C1,C84,90.78967837602913,181.57935675205826,V0,90.78967837602913
C1,C85,88.62343734416085,177.2468746883217,V0,88.62343734416085
C1,C86,59.34096300521914,118.68192601043827,V0,59.34096300521914
C1,C87,85.39793562888121,170.79587125776243,V0,85.39793562888121
C1,C88,104.2910107834558,208.5820215669116,V0,104.2910107834558
C1,C89,88.76410110394134,177.52820220788269,V0,88.76410110394134
C1,C90,47.682292123037804,95.36458424607561,V0,47.682292123037804
C1,C91,84.88999581757696,169.77999163515392,V0,84.88999581757696
C1,C92,70.99751094313966,141.99502188627932,V0,70.99751094313966
C1,C93,78.2518569990437,156.5037139980874,V0,78.2518569990437
C1,C94,100.68445738748146,201.36891477496292,V0,100.68445738748146
C1,C95,91.94563704904225,183.8912740980845,V0,91.94563704904225
C1,C96,57.409624028525094,114.81924805705019,V0,57.409624028525094
C1,C97,141.40779256387117,282.81558512774234,V0,141.40779256387117
C1,C98,84.62400997161468,169.24801994322937,V0,84.62400997161468
C1,C99,132.68981596946895,265.3796319389379,V0,132.68981596946895
C1,C100,44.0992681107387,88.1985362214774,V0,44.0992681107387
C2,D0,58.95507833183889,117.91015666367778,V0,58.95507833183889
C2,D1,60.360917539253876,120.72183507850777,V0,60.360917539253876
C2,C1,47.891909827237484,95.78381965447497,V0,47.891909827237484
C2,C3,144.95411607555633,289.90823215111266,V0,144.95411607555633
C2,C4,133.1340524932907,266.2681049865814,V0,133.1340524932907
C2,C5,181.99151126298122,363.98302252596244,V0,181.99151126298122
C2,C6,110.41318754019603,220.82637508039207,V0,110.41318754019603
C2,C7,38.214388573457434,76.42877714691487,V0,38.214388573457434
C2,C8,100.71007391132609,201.42014782265218,V0,100.71007391132609
C2,C9,75.85165945366766,151.70331890733533,V0,75.85165945366766
C2,C10,82.0451513116382,164.0903026232764,V0,82.0451513116382
C2,C11,155.14623731687678,310.29247463375356,V0,155.14623731687678
C2,C12,130.81985251291087,261.63970502582174,V0,130.81985251291087
C2,C13,161.94726253149744,323.8945250629949,V0,161.94726253149744
C2,C14,127.62760184929391,255.2552036985878,V0,127.62760184929391
C2,C15,88.50907791993363,177.01815583986726,V0,88.50907791993363
C2,C16,15.012855702692162,30.025711405384325,V0,15.012855702692162
C2,C17,67.2622651693452,134.5245303386904,V0,67.2622651693452
C2,C18,92.06405519179809,184.12811038359618,V0,92.06405519179809
C2,C19,70.78291984410264,141.56583968820527,V0,70.78291984410264
C2,C20,18.465399613125687,36.930799226251374,V0,18.465399613125687
C2,C21,156.3674391530038,312.7348783060076,V0,156.3674391530038
C2,C22,71.00579076141808,142.01158152283617,V0,71.00579076141808
C2,C23,128.7421633617791,257.4843267235582,V0,128.7421633617791
C2,C24,76.98698562064119,153.97397124128238,V0,76.98698562064119
C2,C25,88.85718200130702,177.71436400261405,V0,88.85718200130702
C2,C26,155.4382528966343,310.8765057932686,V0,155.4382528966343
C2,C27,100.0855751181567,200.1711502363134,V0,100.0855751181567
C2,C28,135.4500725380881,270.9001450761762,V0,135.4500725380881
C2,C29,120.23531859109455,240.47063718218914,V0,120.23531859109455
C2,C30,109.2637986830325,218.527597366065,V0,109.2637986830325
C2,C31,58.775219610778336,117.55043922155667,V0,58.775219610778336
C2,C32,149.29681933720607,298.59363867441215,V0,149.29681933720607
C2,C33,37.10113383074882,74.20226766149764,V0,37.10113383074882
C2,C34,100.72581003575556,201.45162007151112,V0,100.72581003575556
C2,C35,92.89154853530205,185.7830970706041,V0,92.89154853530205
C2,C36,170.5383334174502,341.0766668349004,V0,170.5383334174502
C2,C37,146.58053684245345,293.1610736849069,V0,146.58053684245345
C2,C38,40.91025735828675,81.8205147165735,V0,40.91025735828675
C2,C39,181.5949121700026,363.1898243400052,V0,181.5949121700026
C2,C40,47.46299615856687,94.92599231713373,V0,47.46299615856687
C2,C41,139.13738755468998,278.27477510937996,V0,139.13738755468998
C2,C42,123.5494687362179,247.0989374724358,V0,123.5494687362179
C2,C43,71.05932910045088,142.11865820090176,V0,71.05932910045088
C2,C44,148.22026655875138,296.44053311750275,V0,148.22026655875138
C2,C45,105.58156901733845,211.1631380346769,V0,105.58156901733845
C2,C46,78.7365669329648,157.4731338659296,V0,78.7365669329648
C2,C47,76.24663169700447,152.49326339400895,V0,76.24663169700447
C2,C48,119.19199823238891,238.38399646477782,V0,119.19199823238891
C2,C49,96.73158618889038,193.46317237778075,V0,96.73158618889038
C2,C50,6.462903735389488,12.925807470778976,V0,6.462903735389488
C2,C51,178.63936314655408,357.27872629310815,V0,178.63936314655408
C2,C52,162.64090436203517,325.28180872407034,V0,162.64090436203517
C2,C53,47.18360189158189,94.36720378316377,V0,47.18360189158189
C2,C54,103.64982844737033,207.29965689474065,V0,103.64982844737033
C2,C55,133.874136099855,267.74827219971,V0,133.874136099855
C2,C56,73.35167813752281,146.70335627504562,V0,73.35167813752281
C2,C57,116.6990045306444,233.3980090612888,V0,116.6990045306444
C2,C58,104.99843528439429,209.99687056878858,V0,104.99843528439429
C2,C59,167.82496994420472,335.64993988840945,V0,167.82496994420472
C2,C60,127.83335596811834,255.66671193623668,V0,127.83335596811834
C2,C61,75.06872173299402,150.13744346598804,V0,75.06872173299402
C2,C62,97.59602584092342,195.19205168184683,V0,97.59602584092342
C2,C63,119.63339105876389,239.26678211752778,V0,119.63339105876389
C2,C64,184.18203971644394,368.3640794328879,V0,184.18203971644394
C2,C65,46.21940390578882,92.43880781157765,V0,46.21940390578882
C2,C66,28.315757757114728,56.631515514229456,V0,28.315757757114728
C2,C67,65.04854979193517,130.09709958387035,V0,65.04854979193517
C2,C68,110.3161885804449,220.6323771608898,V0,110.3161885804449
C2,C69,169.12369697299692,338.24739394599385,V0,169.12369697299692
C2,C70,26.110680892649363,52.221361785298726,V0,26.110680892649363
C2,C71,45.73120294797,91.46240589594,V0,45.73120294797
C2,C72,80.90909499098213,161.81818998196425,V0,80.90909499098213
C2,C73,104.98474948067194,209.96949896134387,V0,104.98474948067194
C2,C74,106.7648480447321,213.5296960894642,V0,106.7648480447321
C2,C75,173.97029632582567,347.94059265165134,V0,173.97029632582567
C2,C76,114.70368128352273,229.40736256704545,V0,114.70368128352273
C2,C77,146.76870613126428,293.53741226252856,V0,146.76870613126428
C2,C78,103.2731485991856,206.5462971983712,V0,103.2731485991856
C2,C79,27.363262391995313,54.72652478399063,V0,27.363262391995313
C2,C80,181.84837075400876,363.6967415080175,V0,181.84837075400876
C2,C81,163.14629502075496,326.2925900415099,V0,163.14629502075496
C2,C82,123.18130859566308,246.36261719132617,V0,123.18130859566308
C2,C83,161.49786707729882,322.99573415459764,V0,161.49786707729882
C2,C84,120.20655911117589,240.41311822235176,V0,120.20655911117589
C2,C85,93.97371332501622,187.94742665003244,V0,93.97371332501622
C2,C86,26.259914166899797,52.519828333799595,V0,26.259914166899797
C2,C87,125.82702509966718,251.6540501993344,V0,125.82702509966718
C2,C88,127.56904279198744,255.13808558397488,V0,127.56904279198744
C2,C89,124.35208934703151,248.70417869406302,V0,124.35208934703151
C2,C90,95.29438754864714,190.58877509729427,V0,95.29438754864714
C2,C91,99.83793597149243,199.67587194298486,V0,99.83793597149243
C2,C92,109.5441190231473,219.0882380462946,V0,109.5441190231473
C2,C93,117.98727143266989,235.97454286533977,V0,117.98727143266989
C2,C94,133.08854762602348,266.17709525204697,V0,133.08854762602348
C2,C95,106.51569863729812,213.03139727459623,V0,106.51569863729812
C2,C96,96.95549353759364,193.91098707518728,V0,96.95549353759364
C2,C97,176.30545586632098,352.61091173264197,V0,176.30545586632098
C2,C98,48.10727932963329,96.21455865926659,V0,48.10727932963329
C2,C99,105.4550066593816,210.9100133187632,V0,105.4550066593816
C2,C100,33.23853340430839,66.47706680861678,V0,33.23853340430839
C3,D0,87.36598084596689,174.73196169193378,V0,87.36598084596689
C3,D1,84.62580354300361,169.25160708600723,V0,84.62580354300361
C3,C1,129.3528090836157,258.7056181672314,V0,129.3528090836157
C3,C2,144.95411607555633,289.90823215111266,V0,144.95411607555633
C3,C4,39.317748032692165,78.63549606538433,V0,39.317748032692165
C3,C5,52.311226124859594,104.62245224971919,V0,52.311226124859594
C3,C6,155.1687905108987,310.3375810217974,V0,155.1687905108987
C3,C7,165.29408779282466,330.5881755856493,V0,165.29408779282466
C3,C8,81.91291872321007,163.82583744642014,V0,81.91291872321007
C3,C9,145.22853558134088,290.45707116268176,V0,145.22853558134088
C3,C10,155.06754706567995,310.1350941313599,V0,155.06754706567995
C3,C11,49.469420837583876,98.93884167516775,V0,49.469420837583876
C3,C12,18.36558822093244,36.73117644186488,V0,18.36558822093244
C3,C13,39.96774591591586,79.93549183183173,V0,39.96774591591586
C3,C14,145.5531133279708,291.1062266559416,V0,145.5531133279708
C3,C15,163.65681956498892,327.31363912997784,V0,163.65681956498892
C3,C16,130.97910294458433,261.95820588916865,V0,130.97910294458433
C3,C17,176.04711837402792,352.09423674805583,V0,176.04711837402792
C3,C18,86.088363072291,172.176726144582,V0,86.088363072291
