from_id,to_id,distance_km,time_min
D0,C98,63.13591831665706,126.27183663331411
D0,C99,93.92623096292631,187.85246192585262
D0,C100,26.9949639513278,53.9899279026556
D1,D0,8.556737691281134,17.113475382562267
D1,C1,55.434375815512276,110.86875163102455
D1,C2,60.360917539253876,120.72183507850777
D1,C3,84.62580354300361,169.25160708600723
D1,C4,76.01624577651526,152.03249155303052
D1,C5,123.46834375963444,246.93668751926884
D1,C6,108.23776601587964,216.4755320317593
D1,C7,85.0117239769676,170.0234479539352
D1,C8,61.45906962635676,122.9181392527135
D1,C9,82.54130728443776,165.08261456887553
D1,C10,92.68425997451331,185.36851994902662
D1,C11,100.57626346555364,201.15252693110727
D1,C12,70.66082131201652,141.32164262403305
D1,C13,103.70958344684279,207.41916689368557
D1,C14,113.47344136368972,226.94688272737943
D1,C15,101.74385612352697,203.48771224705393
D1,C16,46.410604117530106,92.82120823506021
D1,C17,103.12662163949035,206.2532432789807
D1,C18,52.65475881992596,105.30951763985192
D1,C19,61.65837968505721,123.31675937011443
D1,C20,63.252848678755505,126.505697357511
D1,C21,111.08413738680979,222.16827477361957
D1,C22,23.404353078396934,46.80870615679387
D1,C23,87.6425092168398,175.2850184336796
D1,C24,29.793775516116682,59.587551032233364
D1,C25,81.97259441946356,163.94518883892712
D1,C26,105.06083119520245,210.1216623904049
D1,C27,116.13204483971636,232.26408967943271
D1,C28,101.90968389964502,203.81936779929003
D1,C29,129.63142187316492,259.26284374632985
D1,C30,60.750346885344996,121.50069377068999
D1,C31,70.93740306048133,141.87480612096266
D1,C32,88.94612171160328,177.89224342320657
D1,C33,82.8036935283574,165.6073870567148
D1,C34,106.40815995205817,212.81631990411634
D1,C35,55.075258123747794,110.15051624749559
D1,C36,124.6589390633729,249.31787812674582
D1,C37,86.73081148782015,173.4616229756403
D1,C38,42.16178572767916,84.32357145535832
D1,C39,134.09634283400658,268.19268566801316
D1,C40,96.65298159184566,193.30596318369132
D1,C41,80.45516392671179,160.91032785342358
D1,C42,77.51875748483114,155.03751496966228
D1,C43,34.886807971586485,69.77361594317297
D1,C44,115.68420042632137,231.36840085264274
D1,C45,97.35601980791505,194.7120396158301
D1,C46,77.99795038272266,155.99590076544533
D1,C47,37.18161661271608,74.36323322543215
D1,C48,103.49540186744825,206.9908037348965
D1,C49,36.55815170959358,73.11630341918716
D1,C50,54.89150868824578,109.78301737649156
D1,C51,130.2810069915631,260.5620139831262
D1,C52,103.78229008372598,207.56458016745196
D1,C53,86.4557970225838,172.9115940451676
D1,C54,75.14893352103418,150.29786704206836
D1,C55,75.1740414772041,150.3480829544082
D1,C56,88.39677498102529,176.79354996205058
D1,C57,57.82229667200103,115.64459334400206
D1,C58,44.76240646462576,89.52481292925152
D1,C59,121.8839173830516,243.7678347661032
D1,C60,91.315420904948,182.630841809896
D1,C61,96.12746400171169,192.25492800342337
D1,C62,107.7838697094894,215.5677394189788
D1,C63,60.458413789964425,120.91682757992886
D1,C64,128.3656727524449,256.7313455048898
D1,C65,21.582476599698467,43.16495319939693
D1,C66,67.98918897566456,135.97837795132912
D1,C67,102.97866688337824,205.95733376675648
D1,C68,60.49722169611887,120.99444339223774
D1,C69,108.87325113830234,217.74650227660467
D1,C70,52.08041693547393,104.16083387094785
D1,C71,26.078115259055743,52.156230518111485
D1,C72,61.94076997290594,123.88153994581188
D1,C73,111.36633612679593,222.73267225359186
D1,C74,86.8019707107384,173.6039414214768
D1,C75,127.20423163879443,254.40846327758885
D1,C76,70.78100419623867,141.56200839247734
D1,C77,96.74515258264162,193.49030516528325
D1,C78,100.12260067226666,200.2452013445333
D1,C79,83.05486732498106,166.10973464996212
D1,C80,136.67258394026905,273.3451678805381
D1,C81,113.37241699276085,226.7448339855217
D1,C82,85.249346734954,170.498693469908
D1,C83,107.06308508323727,214.12617016647454
D1,C84,65.44563713913188,130.89127427826375
D1,C85,35.372391940221966,70.74478388044393
D1,C86,44.4851544947258,88.9703089894516
D1,C87,135.99420650278128,271.98841300556256
D1,C88,68.70117081917064,137.40234163834128
D1,C89,75.18441205217637,150.36882410435274
D1,C90,79.24370982731571,158.48741965463142
D1,C91,39.59096950937416,79.18193901874832
D1,C92,66.70399390078668,133.40798780157337
D1,C93,129.7457829958466,259.4915659916932
D1,C94,79.74834463391495,159.4966892678299
D1,C95,46.17013187248877,92.34026374497753
D1,C96,58.82214176922409,117.64428353844818
D1,C97,122.85573950713804,245.71147901427605
D1,C98,57.8984966841858,115.7969933683716
D1,C99,85.55748374809644,171.1149674961929
D1,C100,27.19420454120703,54.38840908241406
C1,D0,48.03761041300763,96.07522082601525
C1,D1,55.434375815512276,110.86875163102455
C1,C2,47.891909827237484,95.78381965447497
C1,C3,129.3528090836157,258.7056181672314
C1,C4,105.8142186428297,211.6284372856594
C1,C5,154.61337966014287,309.22675932028574
C1,C6,64.25310756632965,128.5062151326593
C1,C7,86.0892988616133,172.1785977232266
C1,C8,115.14960868800824,230.2992173760165
C1,C9,31.253274555464227,62.506549110928454
C1,C10,40.10995356577074,80.21990713154148
C1,C11,154.4844521796603,308.9689043593206
C1,C12,112.06091705050358,224.12183410100715
C1,C13,134.82491382523983,269.64982765047966
C1,C14,79.80517873629101,159.61035747258202
C1,C15,48.597406272723624,97.19481254544725
C1,C16,37.95800482648927,75.91600965297854
C1,C17,114.54090377061156,229.08180754122313
C1,C18,54.32242835674594,108.64485671349188
C1,C19,101.21714153893096,202.43428307786192
C1,C20,33.237298639891875,66.47459727978375
C1,C21,115.69266733911445,231.3853346782289
C1,C22,47.74918056994453,95.49836113988906
C1,C23,142.37947988962986,284.7589597792597
C1,C24,50.231059119597035,100.46211823919407
C1,C25,41.107142027879526,82.21428405575905
C1,C26,118.56225384676631,237.12450769353262
C1,C27,62.575305932332455,125.15061186466491
C1,C28,154.98169540942573,309.96339081885145
C1,C29,79.22569078079397,158.45138156158794
C1,C30,116.15767017469796,232.3153403493959
C1,C31,98.05492725100717,196.10985450201434
C1,C32,132.9513092036681,265.9026184073362
C1,C33,84.89720211232734,169.79440422465467
C1,C34,57.12479301977875,114.2495860395575
C1,C35,53.94887029718114,107.89774059436228
C1,C36,129.65184984172163,259.30369968344326
C1,C37,134.44896184770764,268.8979236954153
C1,C38,70.35675041725814,140.71350083451628
C1,C39,141.38433735763863,282.76867471527726
C1,C40,95.16292677302948,190.32585354605897
C1,C41,114.4491096919105,228.898219383821
C1,C42,85.5956766584725,171.191353316945
C1,C43,85.46683786669139,170.93367573338278
C1,C44,102.24205538825863,204.48411077651727
C1,C45,58.03051219527985,116.0610243905597
C1,C46,31.597104448522614,63.19420889704523
C1,C47,43.44857511217286,86.89715022434572
C1,C48,71.30011710024449,142.60023420048898
C1,C49,81.71111713160684,163.42223426321368
C1,C50,48.417968417714604,96.83593683542921
C1,C51,139.13508490419858,278.27016980839716
C1,C52,136.95362217112637,273.90724434225274
C1,C53,94.43307625055436,188.86615250110873
C1,C54,125.59502750432468,251.19005500864935
C1,C55,109.63922677980716,219.27845355961432
C1,C56,33.94945274514122,67.89890549028244
C1,C57,109.28360415968818,218.56720831937636
C1,C58,93.31182255415747,186.62364510831495
C1,C59,177.31777130507936,354.6355426101587
C1,C60,84.13560012896417,168.27120025792834
C1,C61,40.83963669500196,81.67927339000391
C1,C62,56.20673697409401,112.41347394818801
C1,C63,97.94142631257527,195.88285262515055
C1,C64,151.89080929234422,303.78161858468843
C1,C65,59.28006891369486,118.56013782738972
C1,C66,74.28301593666413,148.56603187332826
C1,C67,112.57329302234594,225.14658604469187
C1,C68,77.02556617077228,154.05113234154456
C1,C69,153.50409613305388,307.00819226610776
C1,C70,64.86997242577624,129.73994485155248
C1,C71,29.4636723265182,58.9273446530364
C1,C72,107.0343868782598,214.0687737565196
C1,C73,61.896457340720566,123.79291468144113
C1,C74,134.02382301397697,268.04764602795393
C1,C75,133.52919200493545,267.0583840098709
C1,C76,125.78288473466222,251.56576946932444
C1,C77,152.01080090101965,304.0216018020393
C1,C78,56.617297209792525,113.23459441958505
C1,C79,50.436824710676476,100.87364942135295
C1,C80,192.10379085284072,384.20758170568143
C1,C81,125.36933061026367,250.73866122052735
C1,C82,139.22592299785063,278.45184599570126
C1,C83,160.9390071276644,321.8780142553288
C1,C84,90.78967837602913,181.57935675205826
C1,C85,88.62343734416085,177.2468746883217
C1,C86,59.34096300521914,118.68192601043827
C1,C87,85.39793562888121,170.79587125776243
C1,C88,104.2910107834558,208.5820215669116
C1,C89,88.76410110394134,177.52820220788269
C1,C90,47.682292123037804,95.36458424607561
C1,C91,84.88999581757696,169.77999163515392
C1,C92,70.99751094313966,141.99502188627932
C1,C93,78.2518569990437,156.5037139980874
C1,C94,100.68445738748146,201.36891477496292
C1,C95,91.94563704904225,183.8912740980845
C1,C96,57.409624028525094,114.81924805705019
C1,C97,141.40779256387117,282.81558512774234
C1,C98,84.62400997161468,169.24801994322937
C1,C99,132.68981596946895,265.3796319389379
C1,C100,44.0992681107387,88.1985362214774
C2,D0,58.95507833183889,117.91015666367778
C2,D1,60.360917539253876,120.72183507850777
C2,C1,47.891909827237484,95.78381965447497
C2,C3,144.95411607555633,289.90823215111266
C2,C4,133.1340524932907,266.2681049865814
C2,C5,181.99151126298122,363.98302252596244
C2,C6,110.41318754019603,220.82637508039207
C2,C7,38.214388573457434,76.42877714691487
C2,C8,100.71007391132609,201.42014782265218
C2,C9,75.85165945366766,151.70331890733533
C2,C10,82.0451513116382,164.0903026232764
C2,C11,155.14623731687678,310.29247463375356
C2,C12,130.81985251291087,261.63970502582174
C2,C13,161.94726253149744,323.8945250629949
C2,C14,127.62760184929391,255.2552036985878
C2,C15,88.50907791993363,177.01815583986726
C2,C16,15.012855702692162,30.025711405384325
C2,C17,67.2622651693452,134.5245303386904
C2,C18,92.06405519179809,184.12811038359618
C2,C19,70.78291984410264,141.56583968820527
C2,C20,18.465399613125687,36.930799226251374
C2,C21,156.3674391530038,312.7348783060076
C2,C22,71.00579076141808,142.01158152283617
C2,C23,128.7421633617791,257.4843267235582
C2,C24,76.98698562064119,153.97397124128238
C2,C25,88.85718200130702,177.71436400261405
C2,C26,155.4382528966343,310.8765057932686
C2,C27,100.0855751181567,200.1711502363134
C2,C28,135.4500725380881,270.9001450761762
C2,C29,120.23531859109455,240.47063718218914
C2,C30,109.2637986830325,218.527597366065
C2,C31,58.775219610778336,117.55043922155667
C2,C32,149.29681933720607,298.59363867441215
C2,C33,37.10113383074882,74.20226766149764
C2,C34,100.72581003575556,201.45162007151112
C2,C35,92.89154853530205,185.7830970706041
C2,C36,170.5383334174502,341.0766668349004
C2,C37,146.58053684245345,293.1610736849069
C2,C38,40.91025735828675,81.8205147165735
C2,C39,181.5949121700026,363.1898243400052
C2,C40,47.46299615856687,94.92599231713373
C2,C41,139.13738755468998,278.27477510937996
C2,C42,123.5494687362179,247.0989374724358
C2,C43,71.05932910045088,142.11865820090176
C2,C44,148.22026655875138,296.44053311750275
C2,C45,105.58156901733845,211.1631380346769
C2,C46,78.7365669329648,157.4731338659296
C2,C47,76.24663169700447,152.49326339400895
C2,C48,119.19199823238891,238.38399646477782
C2,C49,96.73158618889038,193.46317237778075
C2,C50,6.462903735389488,12.925807470778976
C2,C51,178.63936314655408,357.27872629310815
C2,C52,162.64090436203517,325.28180872407034
C2,C53,47.18360189158189,94.36720378316377
C2,C54,103.64982844737033,207.29965689474065
C2,C55,133.874136099855,267.74827219971
C2,C56,73.35167813752281,146.70335627504562
C2,C57,116.6990045306444,233.3980090612888
C2,C58,104.99843528439429,209.99687056878858
C2,C59,167.82496994420472,335.64993988840945
C2,C60,127.83335596811834,255.66671193623668
C2,C61,75.06872173299402,150.13744346598804
C2,C62,97.59602584092342,195.19205168184683
C2,C63,119.63339105876389,239.26678211752778
C2,C64,184.18203971644394,368.3640794328879
C2,C65,46.21940390578882,92.43880781157765
C2,C66,28.315757757114728,56.631515514229456
C2,C67,65.04854979193517,130.09709958387035
C2,C68,110.3161885804449,220.6323771608898
C2,C69,169.12369697299692,338.24739394599385
C2,C70,26.110680892649363,52.221361785298726
C2,C71,45.73120294797,91.46240589594
C2,C72,80.90909499098213,161.81818998196425
C2,C73,104.98474948067194,209.96949896134387
C2,C74,106.7648480447321,213.5296960894642
C2,C75,173.97029632582567,347.94059265165134
C2,C76,114.70368128352273,229.40736256704545
C2,C77,146.76870613126428,293.53741226252856
C2,C78,103.2731485991856,206.5462971983712
C2,C79,27.363262391995313,54.72652478399063
C2,C80,181.84837075400876,363.6967415080175
C2,C81,163.14629502075496,326.2925900415099
C2,C82,123.18130859566308,246.36261719132617
C2,C83,161.49786707729882,322.99573415459764
C2,C84,120.20655911117589,240.41311822235176
C2,C85,93.97371332501622,187.94742665003244
C2,C86,26.259914166899797,52.519828333799595
C2,C87,125.82702509966718,251.6540501993344
C2,C88,127.56904279198744,255.13808558397488
C2,C89,124.35208934703151,248.70417869406302
C2,C90,95.29438754864714,190.58877509729427
C2,C91,99.83793597149243,199.67587194298486
C2,C92,109.5441190231473,219.0882380462946
C2,C93,117.98727143266989,235.97454286533977
C2,C94,133.08854762602348,266.17709525204697
C2,C95,106.51569863729812,213.03139727459623
C2,C96,96.95549353759364,193.91098707518728
C2,C97,176.30545586632098,352.61091173264197
C2,C98,48.10727932963329,96.21455865926659
C2,C99,105.4550066593816,210.9100133187632
C2,C100,33.23853340430839,66.47706680861678
C3,D0,87.36598084596689,174.73196169193378
C3,D1,84.62580354300361,169.25160708600723
C3,C1,129.3528090836157,258.7056181672314
C3,C2,144.95411607555633,289.90823215111266
C3,C4,39.317748032692165,78.63549606538433
C3,C5,52.311226124859594,104.62245224971919
C3,C6,155.1687905108987,310.3375810217974
C3,C7,165.29408779282466,330.5881755856493
C3,C8,81.91291872321007,163.82583744642014
C3,C9,145.22853558134088,290.45707116268176
C3,C10,155.06754706567995,310.1350941313599
C3,C11,49.469420837583876,98.93884167516775
C3,C12,18.36558822093244,36.73117644186488
C3,C13,39.96774591591586,79.93549183183173
C3,C14,145.5531133279708,291.1062266559416
C3,C15,163.65681956498892,327.31363912997784
C3,C16,130.97910294458433,261.95820588916865
C3,C17,176.04711837402792,352.09423674805583
C3,C18,86.088363072291,172.176726144582
C3,C19,118.10784622889929,236.21569245779858
C3,C20,146.71977076094555,293.4395415218911
C3,C21,90.92205408990246,181.84410817980492
C3,C22,81.73274973642467,163.46549947284933
C3,C23,83.27515399666241,166.55030799332482
C3,C24,79.33334438004589,158.66668876009177
C3,C25,133.8442457047368,267.6884914094736
C3,C26,73.67798572535708,147.35597145071415
C3,C27,177.02774484475893,354.05548968951786
C3,C28,103.94120199339626,207.88240398679253
C3,C29,182.28564564443798,364.57129128887595
C3,C30,63.70364274325939,127.40728548651877
C3,C31,138.19222405584762,276.38444811169524
C3,C32,4.629702797018365,9.25940559403673
C3,C33,162.94372966994226,325.8874593398845
C3,C34,161.100104012898,322.200208025796
C3,C35,88.56319879815433,177.12639759630866
C3,C36,97.55460153080729,195.10920306161458
C3,C37,11.034042671978224,22.068085343956447
C3,C38,118.23856371470234,236.47712742940467
C3,C39,99.69128069943356,199.38256139886713
C3,C40,176.80531314656488,353.61062629312977
C3,C41,29.464498443373653,58.928996886747306
C3,C42,75.9031952423667,151.8063904847334
C3,C43,88.65781129406906,177.31562258813813
C3,C44,120.02968482894958,240.05936965789917
C3,C45,141.7837662558477,283.5675325116954
C3,C46,136.79300267909917,273.58600535819835
C3,C47,87.78997151991479,175.57994303982957
C3,C48,137.23113114593718,274.46226229187437
C3,C49,49.00142331434078,98.00284662868155
C3,C50,139.3412585862932,278.6825171725864
C3,C51,94.72159712490323,189.44319424980645
C3,C52,35.77945022210853,71.55890044421706
C3,C53,163.58797135724714,327.1759427144943
C3,C54,101.16259691091244,202.32519382182488
C3,C55,29.957921859257034,59.91584371851407
C3,C56,154.97079943903785,309.9415988780757
C3,C57,32.93034619531863,65.86069239063725
C3,C58,40.009796710007834,80.01959342001567
C3,C59,88.36401086442196,176.7280217288439
C3,C60,100.01797983312936,200.03595966625872
C3,C61,164.62398529287285,329.2479705857457
C3,C62,165.8806367613151,331.7612735226302
C3,C63,33.387702564463225,66.77540512892645
C3,C64,68.78622440032473,137.57244880064945
C3,C65,101.43122755415467,202.86245510830935
C3,C66,148.43586167453608,296.87172334907217
C3,C67,177.0654564234846,354.1309128469692
C3,C68,65.8283194286859,131.6566388573718
C3,C69,24.446187820336778,48.892375640673556
C3,C70,132.8840196478918,265.7680392957836
C3,C71,105.36612617796136,210.73225235592272
C3,C72,108.8964797545647,217.7929595091294
C3,C73,165.38482565042622,330.76965130085244
C3,C74,117.27951343535528,234.55902687071057
C3,C75,96.92966734108286,193.85933468216572
C3,C76,73.65562636846575,147.3112527369315
C3,C77,63.88319287000693,127.76638574001386
C3,C78,148.65024284507146,297.3004856901429
C3,C79,167.0513947465273,334.1027894930546
C3,C80,100.16513774833815,200.3302754966763
C3,C81,79.96741145964864,159.9348229192973
C3,C82,88.84113378071493,177.68226756142985
C3,C83,53.27886805739635,106.5577361147927
C3,C84,50.75898265590158,101.51796531180317
C3,C85,52.90732842636323,105.81465685272646
C3,C86,126.18139105970516,252.36278211941033
C3,C87,188.15003064527392,376.30006129054783
C3,C88,30.8422474382853,61.68449487657059
C3,C89,67.6527563993008,135.3055127986016
C3,C90,123.26572650986942,246.53145301973888
C3,C91,45.763721955804435,91.52744391160887
C3,C92,81.00967959250464,162.01935918500928
C3,C93,184.4869661839846,368.9739323679692
C3,C94,55.41065690289256,110.82131380578512
C3,C95,38.75771934145261,77.51543868290523
C3,C96,88.36954801870908,176.73909603741816
C3,C97,73.86557795062613,147.73115590125227
C3,C98,129.45185765286186,258.9037153057237
C3,C99,116.7814498800818,233.5628997601636
C3,C100,111.72335500510526,223.44671001021052
C4,D0,74.74909778900619,149.49819557801237
C4,D1,76.01624577651526,152.03249155303052
C4,C1,105.8142186428297,211.6284372856594
C4,C2,133.1340524932907,266.2681049865814
C4,C3,39.317748032692165,78.63549606538433
C4,C5,49.3098415206331,98.6196830412662
C4,C6,119.59319352601392,239.18638705202784
C4,C7,161.01055064597682,322.02110129195364
C4,C8,100.77862383922957,201.55724767845913
C4,C9,115.05453973580411,230.10907947160823
C4,C10,124.14432900452853,248.28865800905706
C4,C11,87.08260718300879,174.16521436601758
C4,C12,24.565294804821413,49.130589609642826
C4,C13,29.244925022544624,58.48985004508925
C4,C14,107.56339008592177,215.12678017184354
C4,C15,132.09980563067123,264.19961126134245
C4,C16,118.18060217820911,236.36120435641823
C4,C17,177.9812513035044,355.9625026070088
C4,C18,54.57277166908164,109.14554333816328
C4,C19,126.99403792155584,253.98807584311166
C4,C20,130.0199928038054,260.0399856076108
C4,C21,53.775810886786296,107.55162177357259
C4,C22,62.54411051131634,125.08822102263268
C4,C23,111.37587889507179,222.75175779014359
C4,C24,57.4241487234662,114.8482974469324
C4,C25,100.8379364800481,201.6758729600962
C4,C26,38.665950914382975,77.33190182876595
C4,C27,144.52800976821212,289.05601953642423
C4,C28,131.99591132105041,263.99182264210083
C4,C29,147.1501268930936,294.3002537861872
C4,C30,85.347593493673,170.695186987346
C4,C31,142.83026604756628,285.66053209513257
C4,C32,39.94777811219674,79.89555622439347
C4,C33,158.81279343552052,317.62558687104104
C4,C34,127.30217977950475,254.6043595590095
C4,C35,56.37479090381402,112.74958180762803
C4,C36,62.913828613260776,125.82765722652154
C4,C37,49.89193109525268,99.78386219050536
C4,C38,116.93356132779401,233.86712265558802
C4,C39,68.08192398188561,136.16384796377122
C4,C40,172.6404359226088,345.2808718452176
C4,C41,10.918267591341573,21.836535182683146
C4,C42,37.09746288915105,74.1949257783021
C4,C43,95.06338157941519,190.12676315883039
C4,C44,80.76118177811705,161.5223635562341
C4,C45,106.25730238301254,212.5146047660251
C4,C46,105.82181495105534,211.6436299021107
C4,C47,62.394564403742784,124.78912880748557
C4,C48,99.78111874685804,199.56223749371608
C4,C49,42.715787604092014,85.43157520818403
C4,C50,128.6118489215993,257.2236978431986
C4,C51,63.330347356124456,126.66069471224891
C4,C52,31.149414736939274,62.29882947387854
C4,C53,162.22223494268422,324.44446988536845
C4,C54,120.72229792449903,241.44459584899806
C4,C55,9.4554369172064,18.9108738344128
C4,C56,125.74073006367408,251.48146012734816
C4,C57,52.28655483796912,104.57310967593824
C4,C58,44.04705945820303,88.09411891640606
C4,C59,124.77982784405098,249.55965568810197
C4,C60,60.977974636913835,121.95594927382767
C4,C61,135.70727697176096,271.4145539435219
C4,C62,132.91190872865295,265.8238174573059
C4,C63,18.941059598009996,37.88211919601999
C4,C64,52.445028118185036,104.89005623637007
C4,C65,96.98004209208808,193.96008418417617
C4,C66,144.00325073682922,288.00650147365843
C4,C67,178.17335883372064,356.3467176674413
C4,C68,31.183401749395003,62.366803498790006
C4,C69,56.83153225463493,113.66306450926986
C4,C70,128.09622069496797,256.19244138993594
C4,C71,88.38007401886101,176.76014803772202
C4,C72,121.07206759919283,242.1441351983857
C4,C73,131.20757029154393,262.41514058308786
C4,C74,136.67701450111682,273.35402900223363
C4,C75,63.419912822549776,126.83982564509955
C4,C76,97.73303994011965,195.4660798802393
C4,C77,98.40625763540227,196.81251527080454
C4,C78,113.76844963497028,227.53689926994056
C4,C79,150.59888135579286,301.1977627115857
C4,C80,137.5793814602638,275.1587629205276
C4,C81,46.455663953449374,92.91132790689875
C4,C82,114.94684846629141,229.89369693258283
C4,C83,91.6284545321156,183.2569090642312
C4,C84,15.427564819737787,30.855129639475575
C4,C85,58.58511959425364,117.17023918850728
C4,C86,120.48563376745287,240.97126753490573
C4,C87,152.7252804836926,305.4505609673852
C4,C88,12.178391500662677,24.356783001325354
C4,C89,28.84348525026247,57.68697050052494
C4,C90,88.9124920113185,177.824984022637
C4,C91,40.93994569985841,81.87989139971683
C4,C92,44.71074426746729,89.42148853493458
C4,C93,149.83780856925017,299.67561713850034
C4,C94,16.154322559419622,32.308645118839245
C4,C95,38.21832735557682,76.43665471115364
C4,C96,54.92701244876821,109.85402489753642
C4,C97,48.949365873016276,97.89873174603255
C4,C98,131.3344862103472,262.6689724206944
C4,C99,135.86194640162742,271.72389280325484
C4,C100,101.72547855845866,203.45095711691732
C5,D0,123.19977613323476,246.39955226646953
C5,D1,123.46834375963444,246.93668751926884
C5,C1,154.61337966014287,309.22675932028574
C5,C2,181.99151126298122,363.98302252596244
C5,C3,52.311226124859594,104.62245224971919
C5,C4,49.3098415206331,98.6196830412662
C5,C6,159.51666142929298,319.03332285858596
C5,C7,208.18078792628458,416.36157585256916
C5,C8,133.77847452985063,267.55694905970125
C5,C9,160.95596563388398,321.91193126776795
C5,C10,169.30302273458773,338.60604546917546
C5,C11,95.45800224408164,190.91600448816328
C5,C12,55.70389134937232,111.40778269874464
C5,C13,20.10005163874794,40.20010327749588
C5,C14,142.30347620314788,284.60695240629576
C5,C15,176.56596210314282,353.13192420628565
C5,C16,167.1096559208861,334.2193118417722
C5,C17,222.7790287304776,445.5580574609552
C5,C18,101.68952501068466,203.37905002136932
C5,C19,167.5531421403651,335.1062842807302
C5,C20,179.3225583151433,358.6451166302866
C5,C21,68.76024539570182,137.52049079140363
C5,C22,111.7774145851124,223.5548291702248
C5,C23,135.09003953783179,270.18007907566357
C5,C24,106.73396946452847,213.46793892905694
C5,C25,144.78041482984284,289.5608296596857
C5,C26,51.455892760922616,102.91178552184523
C5,C27,187.84127092685856,375.6825418537171
C5,C28,155.53662500093353,311.07325000186705
